image_path,label_path
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (361).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (361).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (366).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (366).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (377).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (377).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (378).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (378).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (379).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (379).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (382).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (382).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (385).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (385).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (387).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (387).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (388).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (388).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (389).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (389).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (390).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (390).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (391).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (391).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (392).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (392).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (393).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (393).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (394).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (394).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (395).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (395).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (396).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (396).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (397).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (397).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (398).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (398).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (399).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (399).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (400).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (400).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (401).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (401).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (402).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (402).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (403).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (403).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (404).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (404).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (405).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (405).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (406).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (406).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (407).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (407).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (408).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (408).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (409).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (409).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (410).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (410).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (411).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (411).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (412).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (412).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (413).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (413).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (414).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (414).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (415).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (415).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (416).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (416).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (417).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (417).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (418).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (418).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (419).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (419).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (420).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (420).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (422).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (422).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (423).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (423).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (424).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (424).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (425).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (425).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (426).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (426).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (427).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (427).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (428).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (428).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (429).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (429).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (43).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (43).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (430).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (430).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (431).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (431).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (432).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (432).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (433).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (433).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (434).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (434).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (435).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (435).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (436).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (436).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (437).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (437).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (438).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (438).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (439).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (439).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (440).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (440).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (441).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (441).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (442).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (442).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (443).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (443).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (444).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (444).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (445).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (445).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (446).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (446).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (447).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (447).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (449).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (449).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (451).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (451).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (452).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (452).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (453).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (453).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (454).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (454).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (455).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (455).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (456).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (456).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (457).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (457).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (458).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (458).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (459).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (459).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (460).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (460).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (461).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (461).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (462).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (462).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (463).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (463).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (464).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (464).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (465).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (465).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (466).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (466).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (467).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (467).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (468).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (468).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (469).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (469).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (473).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (473).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (475).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (475).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (476).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (476).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (479).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (479).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (48).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (48).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (486).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (486).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (488).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (488).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (49).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (49).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (491).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (491).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (493).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (493).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (494).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (494).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (495).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (495).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (496).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (496).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (50).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (50).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (500).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (500).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (506).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (506).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (508).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (508).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (51).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (51).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (511).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (511).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (514).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (514).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (517).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (517).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (518).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (518).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (521).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (521).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (522).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (522).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (523).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (523).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (528).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (528).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (53).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (53).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (530).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (530).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (531).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (531).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (532).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (532).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (538).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (538).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (54).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (54).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (541).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (541).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (545).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (545).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (55).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (55).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (552).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (552).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (558).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (558).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (559).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (559).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (56).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (56).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (565).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (565).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (57).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (57).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (58).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (58).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (582).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (582).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (59).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (59).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (592).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (592).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (60).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (60).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (600).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (600).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (604).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (604).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (607).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (607).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (609).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (609).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (61).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (61).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (610).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (610).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (62).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (62).txt
/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/images/00 (620).jpg,/home/murtaza/University_Data/deep_learning/assignment3/Task_02_vehicles_dataset/labels/00 (620).txt
